# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_4	cds	78162	78641	-	PJMBPO_00623		Cyclic pyranopterin monophosphate synthase	SO:0001217, UniRef:UniRef50_Q2FVX9
contig_4	cds	78709	79968	+	PJMBPO_00624		Molybdopterin molybdenumtransferase	SO:0001217, UniRef:UniRef50_P65407
contig_4	cds	79965	80423	+	PJMBPO_00625	mobB	MobB	SO:0001217, UniRef:UniRef50_A0A239YI31
contig_4	cds	80432	80881	+	PJMBPO_00626		Molybdopterin synthase catalytic subunit	SO:0001217, UniRef:UniRef50_Q9K8I7
contig_4	cds	80881	81114	+	PJMBPO_00627		Molybdopterin synthase sulfur carrier subunit	SO:0001217, UniRef:UniRef50_B9E9E7
contig_4	cds	81122	81712	+	PJMBPO_00628		putative molybdenum cofactor guanylyltransferase	SO:0001217, UniRef:UniRef50_A0A239YI59
contig_4	cds	81741	82763	+	PJMBPO_00629		GTP 3',8-cyclase	SO:0001217, UniRef:UniRef50_Q49ZI6
contig_4	cds	83062	84102	-	PJMBPO_00630		Thioester reductase (TE) domain-containing protein	SO:0001217, UniRef:UniRef50_B9E9F1
contig_4	cds	84252	85454	+	PJMBPO_00631		Bcr/CflA family efflux transporter	SO:0001217, UniRef:UniRef50_Q9F4G1
contig_4	cds	85473	86240	+	PJMBPO_00632		Glyoxalase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAI8DGP7
contig_4	cds	86601	87857	+	PJMBPO_00633		Lipid II:glycine glycyltransferase	SO:0001217, UniRef:UniRef50_Q2FVZ4
contig_4	cds	87983	91147	+	PJMBPO_00634		HAE1 family hydrophobic/amphiphilic exporter-1	SO:0001217, UniRef:UniRef50_A0A3N5C360
contig_4	cds	91416	92576	+	PJMBPO_00635		Aminotransferase	SO:0001217, UniRef:UniRef50_A0A2I7YAX0
contig_4	cds	92646	92966	-	PJMBPO_00636		DUF1516 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAI8DGF0
contig_4	cds	92982	93149	-	PJMBPO_00637		DNA repair/chromosome segregation ATPase	SO:0001217, UniRef:UniRef50_A0A4R6C4X0
contig_4	cds	93195	93677	+	PJMBPO_00638		Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase	SO:0001217, UniRef:UniRef50_A0A099I5U2
contig_4	cds	93782	94693	+	PJMBPO_00639		AEC family transporter	SO:0001217, UniRef:UniRef50_Q2FVZ8
contig_4	cds	94747	95532	-	PJMBPO_00640		Glucose 1-dehydrogenase	SO:0001217, UniRef:UniRef50_P40288
contig_4	cds	95563	96420	-	PJMBPO_00641	glcU	Glucose uptake protein GlcU	SO:0001217, UniRef:UniRef50_O07881
contig_4	cds	96582	97454	-	PJMBPO_00642		GNAT family N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0AAW5LS11
contig_4	cds	97597	99732	+	PJMBPO_00643		Putative DNA topoisomerase 3	SO:0001217, UniRef:UniRef50_P0C2W6
contig_4	cds	99961	101295	+	PJMBPO_00644		Guanine-hypoxanthine permease xanthine/uracil permease family protein	SO:0001217, UniRef:UniRef50_Q63GV3
contig_4	cds	101350	101718	-	PJMBPO_00645		Integral membrane protein	SO:0001217, UniRef:UniRef50_A0A239YK75
contig_4	cds	102035	102343	+	PJMBPO_00646		Small ribosomal subunit protein uS10	SO:0001217, UniRef:UniRef50_Q2S3R5
contig_4	cds	102375	103037	+	PJMBPO_00647		Large ribosomal subunit protein uL3	SO:0001217, UniRef:UniRef50_Q2FW06
contig_4	cds	103067	103690	+	PJMBPO_00648		Large ribosomal subunit protein uL4	SO:0001217, UniRef:UniRef50_P42921
contig_4	cds	103690	103968	+	PJMBPO_00649		Large ribosomal subunit protein uL23	SO:0001217, UniRef:UniRef50_Q03EB8
contig_4	cds	104000	104833	+	PJMBPO_00650		Large ribosomal subunit protein uL2	SO:0001217, UniRef:UniRef50_P94270
contig_4	cds	104898	105176	+	PJMBPO_00651		Small ribosomal subunit protein uS19	SO:0001217, UniRef:UniRef50_Q5SHP2
contig_4	cds	105202	105558	+	PJMBPO_00652		Large ribosomal subunit protein uL22	SO:0001217, UniRef:UniRef50_Q81J37
contig_4	cds	105587	106240	+	PJMBPO_00653		Small ribosomal subunit protein uS3	SO:0001217, UniRef:UniRef50_P23309
contig_4	cds	106243	106677	+	PJMBPO_00654		Large ribosomal subunit protein uL16	SO:0001217, UniRef:UniRef50_O51438
contig_4	cds	106667	106882	+	PJMBPO_00655		Large ribosomal subunit protein uL29	SO:0001217, UniRef:UniRef50_B0RZU8
contig_4	cds	106906	107169	+	PJMBPO_00656		Small ribosomal subunit protein uS17	SO:0001217, UniRef:UniRef50_A0A1F9EX81
contig_4	cds	107203	107571	+	PJMBPO_00657		Large ribosomal subunit protein uL14	SO:0001217, UniRef:UniRef50_S4XG74
contig_4	cds	107615	107935	+	PJMBPO_00658		Large ribosomal subunit protein uL24	SO:0001217, UniRef:UniRef50_A0LIK1
contig_4	cds	107961	108500	+	PJMBPO_00659		Large ribosomal subunit protein uL5	SO:0001217, UniRef:UniRef50_Q7NEG4
contig_4	cds	108528	108713	+	PJMBPO_00660		Small ribosomal subunit protein uS14B	SO:0001217, UniRef:UniRef50_P12878
contig_4	cds	108743	109141	+	PJMBPO_00661		Small ribosomal subunit protein uS8	SO:0001217, UniRef:UniRef50_P12879
contig_4	cds	109171	109707	+	PJMBPO_00662		Large ribosomal subunit protein uL6	SO:0001217, UniRef:UniRef50_B9DM32
contig_4	cds	109735	110097	+	PJMBPO_00663		Large ribosomal subunit protein uL18	SO:0001217, UniRef:UniRef50_Q8Y445
contig_4	cds	110116	110616	+	PJMBPO_00664		Small ribosomal subunit protein uS5	SO:0001217, UniRef:UniRef50_B3E847
contig_4	cds	110633	110812	+	PJMBPO_00665		Large ribosomal subunit protein uL30	SO:0001217, UniRef:UniRef50_P02431
contig_4	cds	110843	111283	+	PJMBPO_00666		Large ribosomal subunit protein uL15	SO:0001217, UniRef:UniRef50_Q5M2D2
contig_4	cds	111283	112584	+	PJMBPO_00667	secY	Protein translocase subunit SecY	SO:0001217, UniRef:UniRef50_V6J1F3
contig_4	cds	112603	113250	+	PJMBPO_00668		Adenylate kinase	SO:0001217, UniRef:UniRef50_P16304
contig_4	cds	113558	113776	+	PJMBPO_00669		Translation initiation factor IF-1	SO:0001217, UniRef:UniRef50_D3P915
contig_4	cds	113809	113922	+	PJMBPO_00670	rpmJ	50S ribosomal protein L36	BlastRules:WP_000868344, SO:0001217, UniRef:UniRef50_Q5SHR2
contig_4	cds	113943	114308	+	PJMBPO_00671		Small ribosomal subunit protein uS13	SO:0001217, UniRef:UniRef50_Q0K642
contig_4	cds	114331	114720	+	PJMBPO_00672		Small ribosomal subunit protein uS11	SO:0001217, UniRef:UniRef50_A0A2E3MJ40
contig_4	cds	114803	115747	+	PJMBPO_00673		DNA-directed RNA polymerase subunit alpha	SO:0001217, UniRef:UniRef50_Q2FW32
contig_4	cds	115764	116129	+	PJMBPO_00674		Large ribosomal subunit protein bL17	SO:0001217, UniRef:UniRef50_Q8Y450
contig_4	cds	116459	117265	+	PJMBPO_00675	ecfA1	Energy-coupling factor transporter ATP-binding protein EcfA1	SO:0001217, UniRef:UniRef50_Q2YYM4
contig_4	cds	117262	118125	+	PJMBPO_00676	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	SO:0001217, UniRef:UniRef50_A0A2T4PTZ3
contig_4	cds	118118	118915	+	PJMBPO_00677	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	SO:0001217, UniRef:UniRef50_D3ERJ1
contig_4	cds	118926	119729	+	PJMBPO_00678		tRNA pseudouridine synthase A	SO:0001217, UniRef:UniRef50_Q2FW37
contig_4	ncRNA-region	119772	119841	+			Ribosomal protein L13 leader	RFAM:RF00555, SO:0000140
contig_4	cds	119939	120376	+	PJMBPO_00679		Large ribosomal subunit protein uL13	SO:0001217, UniRef:UniRef50_Q5ZZN5
contig_4	cds	120396	120788	+	PJMBPO_00680		Small ribosomal subunit protein uS9	SO:0001217, UniRef:UniRef50_Q8R7Y9
contig_4	cds	120902	121579	+	PJMBPO_00681		hypothetical protein	PFAM:PF00702.32, PFAM:PF13242.12
contig_4	cds	121618	123342	-	PJMBPO_00682		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0AAJ4SHK5
contig_4	cds	123656	124135	+	PJMBPO_00683		DUF2975 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2T4PU00
contig_4	cds	124146	124355	+	PJMBPO_00684		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A3D8Z9N6
contig_4	cds	124433	124807	+	PJMBPO_00685		Glyoxalase	SO:0001217, UniRef:UniRef50_A0A090M013
contig_4	cds	124825	125286	+	PJMBPO_00686	dinB	DinB family protein	SO:0001217, UniRef:UniRef50_A0A2T4PTY7
contig_4	cds	125310	125453	-	PJMBPO_00687		hypothetical protein	
contig_4	cds	125541	125744	+	PJMBPO_00688		DUF1272 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I6USR3
contig_4	cds	125764	126204	+	PJMBPO_00689		Ribosomal-protein-S18p-alanine acetyltransferase	SO:0001217, UniRef:UniRef50_A0A239YMM7
contig_4	cds	126223	127227	+	PJMBPO_00690		Zinc-type alcohol dehydrogenase-like protein	SO:0001217, UniRef:UniRef50_C8P9D0
contig_4	cds	127391	128836	-	PJMBPO_00691		DUF3533 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2T4PU13
contig_4	cds	128820	129278	-	PJMBPO_00692		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A239YKC5
contig_4	cds	129527	130627	+	PJMBPO_00693		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A291LWV6
contig_4	cds	130669	131922	+	PJMBPO_00694		Maltodextrin-binding protein	SO:0001217, UniRef:UniRef50_A0A380G462
contig_4	cds	131937	133199	+	PJMBPO_00695		Maltose/maltodextrin transport system permease protein	SO:0001217, UniRef:UniRef50_A0A0C2H8L9
contig_4	cds	133199	134041	+	PJMBPO_00696		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_H3NDB5
contig_4	cds	134057	135061	+	PJMBPO_00697		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_B9EA02
contig_4	cds	135073	136731	+	PJMBPO_00698		putative oligo-1,6-glucosidase 3	SO:0001217, UniRef:UniRef50_O05242
contig_4	cds	137036	138001	+	PJMBPO_00699		hypothetical protein	
contig_4	cds	138014	138589	+	PJMBPO_00700	dhaL	Dihydroxyacetone kinase, DhaL subunit	SO:0001217, UniRef:UniRef50_A0A380G5G0
contig_4	cds	138592	138960	+	PJMBPO_00701		phosphoenolpyruvate--glycerone phosphotransferase	SO:0001217, UniRef:UniRef50_A0A4R6C660
contig_4	cds	139040	139744	+	PJMBPO_00702		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_B9E9G7
contig_4	cds	140162	141697	+	PJMBPO_00703		Aminobenzoyl-glutamate transporter	SO:0001217, UniRef:UniRef50_Q4L8X7
contig_4	cds	141871	142812	+	PJMBPO_00704		mannose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_A0A3A6NFZ3
contig_4	cds	142828	143058	+	PJMBPO_00705		Holin	SO:0001217, UniRef:UniRef50_Q5HM78
contig_4	cds	143407	144423	+	PJMBPO_00706		N-acetylmuramoyl-L-alanine amidase sle1	SO:0001217, UniRef:UniRef50_Q2G0U9
contig_4	cds	144639	146009	+	PJMBPO_00707		EVE domain-containing protein	SO:0001217, UniRef:UniRef50_Q49Z89
contig_4	cds	146150	147523	+	PJMBPO_00708	yflA	Uncharacterized transporter YflA	SO:0001217, UniRef:UniRef50_O34708
contig_4	cds	147767	148126	+	PJMBPO_00709		Transcriptional regulator SarA/SarZ/Rot-like helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2T4PTE8
contig_4	cds	148254	149678	+	PJMBPO_00710	nhaC	Na+/H+ antiporter NhaC	SO:0001217, UniRef:UniRef50_A0A7X2M0R2
contig_4	cds	149797	150204	+	PJMBPO_00711		Thiol-disulfide oxidoreductase	SO:0001217, UniRef:UniRef50_A0A2T4PT96
contig_4	cds	150271	151236	+	PJMBPO_00712		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q4LA42
contig_4	cds	151238	152119	+	PJMBPO_00713		Ribokinase	SO:0001217, UniRef:UniRef50_A0A2M9MWI4
contig_4	cds	152112	152501	+	PJMBPO_00714		D-ribose pyranase	SO:0001217, UniRef:UniRef50_Q9CF43
contig_4	cds	152513	154009	+	PJMBPO_00715	rbsA	Ribose import ATP-binding protein RbsA	SO:0001217, UniRef:UniRef50_P36947
contig_4	cds	153990	154928	+	PJMBPO_00716		Ribose ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A2H9U0E6
contig_4	cds	154953	155867	+	PJMBPO_00717		Sugar-binding domain protein	SO:0001217, UniRef:UniRef50_E4LAP5
contig_4	cds	156053	156496	+	PJMBPO_00718		DNA protection during starvation protein 2	SO:0001217, UniRef:UniRef50_Q8RPQ2
contig_4	cds	156639	158048	+	PJMBPO_00719		Glycolate oxidase	SO:0001217, UniRef:UniRef50_A0A841PUD8
contig_4	cds	158038	159294	+	PJMBPO_00720		Glycolate oxidase iron-sulfur subunit	SO:0001217, UniRef:UniRef50_A0A078M6M9
contig_4	cds	159520	160230	-	PJMBPO_00721		Purine nucleoside phosphorylase DeoD-type	SO:0001217, UniRef:UniRef50_A0A928N632
contig_4	cds	160343	161278	+	PJMBPO_00722		Deoxyribonucleoside regulator	SO:0001217, UniRef:UniRef50_P39140
contig_4	cds	161363	162025	+	PJMBPO_00723		Deoxyribose-phosphate aldolase	SO:0001217, UniRef:UniRef50_Q8DU34
contig_4	cds	162108	163409	+	PJMBPO_00724		Pyrimidine-nucleoside phosphorylase	SO:0001217, UniRef:UniRef50_Q99SC3
contig_4	cds	163421	164605	+	PJMBPO_00725		Phosphopentomutase	SO:0001217, UniRef:UniRef50_Q8DQD0
contig_4	cds	164605	164955	+	PJMBPO_00726	mauE	Methylamine utilisation protein MauE domain-containing protein	SO:0001217, UniRef:UniRef50_B9DJX6
contig_5	cds	154	1509	-	PJMBPO_00727		Branched-chain amino acid transport system carrier protein	SO:0001217, UniRef:UniRef50_A0A133CF62
contig_5	cds	1766	3043	-	PJMBPO_00728		hypothetical protein	
contig_5	cds	3043	4200	-	PJMBPO_00729		acetyl-CoA C-acetyltransferase	SO:0001217, UniRef:UniRef50_A2RJR9
contig_5	cds	4303	5472	+	PJMBPO_00730		Hydroxymethylglutaryl-CoA synthase	SO:0001217, UniRef:UniRef50_R3WMN8
contig_5	cds	5697	7094	-	PJMBPO_00731		MFS transporter	SO:0001217, UniRef:UniRef50_A0A7T1B091
contig_5	cds	7258	8001	+	PJMBPO_00732		GP-PDE domain-containing protein	SO:0001217, UniRef:UniRef50_S2XRR6
contig_5	cds	8100	9443	-	PJMBPO_00733		Dehydrogenase	SO:0001217, UniRef:UniRef50_A0A380HS00
contig_5	cds	9464	9901	-	PJMBPO_00734	mgrA	HTH-type transcriptional regulator MgrA	SO:0001217, UniRef:UniRef50_Q49WS5
contig_5	cds	10098	10283	+	PJMBPO_00735		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2T4PWR0
contig_5	cds	10332	12332	-	PJMBPO_00736	mecA1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1	NCBIProtein:WP_048540464.1, SO:0001217, UniRef:UniRef50_P07944
contig_5	cds	12620	13165	+	PJMBPO_00737		hypothetical protein	
contig_5	cds	13162	14448	+	PJMBPO_00738		hypothetical protein	
contig_5	cds	14955	16118	+	PJMBPO_00739		Xylose repressor	SO:0001217, UniRef:UniRef50_P27159
contig_5	cds	16276	17598	+	PJMBPO_00740		Xylose isomerase	SO:0001217, UniRef:UniRef50_P21938
contig_5	cds	17604	19094	+	PJMBPO_00741		Xylulose kinase	SO:0001217, UniRef:UniRef50_P27155
contig_5	cds	19115	20569	+	PJMBPO_00742		D-xylose-proton symporter (D-xylose transporter)	SO:0001217, UniRef:UniRef50_Q8A9M1
contig_5	cds	20790	22115	+	PJMBPO_00743		Lipoprotein	SO:0001217, UniRef:UniRef50_E0D528
contig_5	cds	22300	23064	+	PJMBPO_00744		putative 2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]	SO:0001217, UniRef:UniRef50_O34717
contig_5	cds	23118	24218	-	PJMBPO_00745		Quinolinate synthase	SO:0001217, UniRef:UniRef50_A0A1U9VX26
contig_5	cds	24219	25052	-	PJMBPO_00746		nicotinate-nucleotide diphosphorylase (carboxylating)	SO:0001217, UniRef:UniRef50_A0AAE5M325
contig_5	cds	25003	26577	-	PJMBPO_00747		L-aspartate oxidase	SO:0001217, UniRef:UniRef50_A0A380CW52
contig_5	cds	26666	27757	+	PJMBPO_00748		Cysteine desulfurase/aminotransferase,class V	SO:0001217, UniRef:UniRef50_B9DN11
contig_5	cds	27759	28277	+	PJMBPO_00749	nadR	Transcription repressor NadR	SO:0001217, UniRef:UniRef50_B9DN10
contig_5	cds	28443	30791	+	PJMBPO_00750		Immune inhibitor A	SO:0001217, UniRef:UniRef50_A0A239Y9M5
contig_5	cds	31180	32205	+	PJMBPO_00751		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E5K258
contig_5	cds	32210	32986	+	PJMBPO_00752		glucose 1-dehydrogenase [NAD(P)(+)]	SO:0001217, UniRef:UniRef50_D5DDG4
contig_5	cds	33048	34256	+	PJMBPO_00753		Polyketide cyclase	SO:0001217, UniRef:UniRef50_A0A9W4PG23
contig_5	cds	34277	35593	+	PJMBPO_00754		Carbohydrate ABC transporter substrate-binding protein (CUT1 family)	SO:0001217, UniRef:UniRef50_A0A4R2P802
contig_5	cds	35606	36484	+	PJMBPO_00755		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E5K256
contig_5	cds	36475	37308	+	PJMBPO_00756	malG	Maltose/maltodextrin transport system permease protein MalG	SO:0001217, UniRef:UniRef50_A0A2Y9BVX1
contig_5	cds	37322	38575	+	PJMBPO_00757		Histidinol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1M4V3Y0
contig_5	cds	38592	39200	+	PJMBPO_00758		Cupin type-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E5K2A5
contig_5	cds	39207	39896	+	PJMBPO_00759		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_A0AAW5LLM8
contig_5	cds	39914	40663	+	PJMBPO_00760		HpcH/HpaI aldolase/citrate lyase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A418INA0
contig_5	cds	40677	41954	+	PJMBPO_00761		Amidase	SO:0001217, UniRef:UniRef50_A0AAW5LMK6
contig_5	cds	41959	43065	+	PJMBPO_00762		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A291LWV6
contig_5	cds	43168	43680	+	PJMBPO_00763		Putative metal-dependent hydrolase OB0413	SO:0001217, UniRef:UniRef50_Q8ET50
contig_5	cds	43827	45134	+	PJMBPO_00764		Citrat transporter	SO:0001217, UniRef:UniRef50_D9N3B8
contig_5	cds	45216	46163	-	PJMBPO_00765		tRNA uridine(34) hydroxylase	SO:0001217, UniRef:UniRef50_Q2NIJ6
contig_5	cds	46402	46821	-	PJMBPO_00766		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2T4PWR4
contig_5	cds	46970	47062	-	PJMBPO_00767		hypothetical protein	
contig_5	cds	47069	47401	-	PJMBPO_00768		SPIN family peroxidase inhibitor	SO:0001217, UniRef:UniRef50_A0A2T4PWR8
contig_5	cds	47498	47989	-	PJMBPO_00769		GNAT family N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0AAW5LPQ1
contig_5	cds	48162	48986	+	PJMBPO_00770		class I SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_UPI001E5F5211
contig_5	cds	49012	49482	+	PJMBPO_00771	msrA	Peptide methionine sulfoxide reductase MsrA	SO:0001217, UniRef:UniRef50_M7NDY9
contig_5	cds	49697	50773	-	PJMBPO_00772		phosphomevalonate kinase	SO:0001217, UniRef:UniRef50_B9DKS0
contig_5	cds	50786	51769	-	PJMBPO_00773		diphosphomevalonate decarboxylase	SO:0001217, UniRef:UniRef50_Q9FD68
contig_5	cds	51775	52698	-	PJMBPO_00774		mevalonate kinase	SO:0001217, UniRef:UniRef50_A0A2K4AEE5
contig_5	cds	52816	53790	-	PJMBPO_00775		Lactonase drp35	SO:0001217, UniRef:UniRef50_Q9S0S3
contig_5	cds	53990	55036	-	PJMBPO_00776		Isopentenyl-diphosphate delta-isomerase	SO:0001217, UniRef:UniRef50_Q2FVR9
contig_5	cds	55127	56149	+	PJMBPO_00777		Carnitine transport binding protein OpuCC	SO:0001217, UniRef:UniRef50_G2JZ42
contig_5	cds	56378	57622	-	PJMBPO_00778	rocG	Catabolic NAD-specific glutamate dehydrogenase RocG	SO:0001217, UniRef:UniRef50_P39633
contig_5	cds	58299	59222	+	PJMBPO_00779		Permease	SO:0001217, UniRef:UniRef50_A0A1M7PXR7
contig_5	cds	59219	60526	-	PJMBPO_00780		Putative nitrilotriacetate monooxygenase	SO:0001217, UniRef:UniRef50_A0A380BXI6
contig_5	cds	60557	61309	-	PJMBPO_00781		3-ketoacyl-ACP reductase	SO:0001217, UniRef:UniRef50_A0A0A5GKL6
contig_5	ncRNA-region	61419	61521	-			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_5	cds	61656	62246	+	PJMBPO_00782		hypothetical protein	PFAM:PF13454.12
contig_5	cds	62382	63056	-	PJMBPO_00783	tnp	IS6 family IS431mec transposase	IS:IS431mec, SO:0001217, UniRef:UniRef50_A1KWV8
contig_5	cds	63411	63857	-	PJMBPO_00784		hypothetical protein	PFAM:PF01381.28, PFAM:PF07022.19, PFAM:PF12844.13, PFAM:PF13443.12, PFAM:PF13560.12
contig_5	cds	64023	64184	-	PJMBPO_00785		hypothetical protein	
contig_5	cds	64597	64743	+	PJMBPO_00786		hypothetical protein	
contig_5	cds	65245	66135	-	PJMBPO_00787		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAI8DK30
contig_5	cds	66132	66986	-	PJMBPO_00788		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAI8GV14
contig_5	cds	67818	67928	-	PJMBPO_00789		hypothetical protein	
contig_5	cds	68148	70109	-	PJMBPO_00790		hypothetical protein	PFAM:PF00359.27, PFAM:PF02302.22
contig_5	cds	70189	72051	-	PJMBPO_00791		Putative transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A239YBX9
contig_5	cds	72241	72537	+	PJMBPO_00792		DUF3219 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0M2SKK0
contig_5	cds	72534	73508	+	PJMBPO_00793		Luciferase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A511UVS1
contig_5	cds	73554	73661	+	PJMBPO_00794		hypothetical protein	
contig_5	cds	73694	75496	-	PJMBPO_00795		hypothetical protein	PFAM:PF01757.29
contig_5	cds	75694	75996	-	PJMBPO_00796		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A239YAN5
contig_5	cds	76314	77798	+	PJMBPO_00797		putative malate:quinone oxidoreductase	SO:0001217, UniRef:UniRef50_C5DAE0
contig_5	cds	78321	79898	+	PJMBPO_00798		Acetyl-CoA/acetoacetyl-CoA transferase	SO:0001217, UniRef:UniRef50_A0A9N8IHE7
contig_5	cds	79913	81412	+	PJMBPO_00799	vraA	Putative long chain fatty acid-CoA ligase VraA	SO:0001217, UniRef:UniRef50_A0AAP7IER6
contig_5	cds	81493	82698	+	PJMBPO_00800		Glutaryl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2S6D7L1
contig_5	cds	82753	85011	+	PJMBPO_00801		enoyl-CoA hydratase	SO:0001217, UniRef:UniRef50_Q2G1C9
contig_5	cds	85043	86230	+	PJMBPO_00802		acetyl-CoA C-acyltransferase	SO:0001217, UniRef:UniRef50_A0A1W1ZGB2
contig_5	cds	86578	88164	-	PJMBPO_00803	ytcI	Uncharacterized acyl--CoA ligase YtcI	SO:0001217, UniRef:UniRef50_C0SPB0
contig_5	cds	88554	90083	+	PJMBPO_00804	dabB	putative inorganic carbon transporter subunit DabB	SO:0001217, UniRef:UniRef50_A0A6L8Q027
contig_5	cds	90067	92616	+	PJMBPO_00805	dabA	putative inorganic carbon transporter subunit DabA	SO:0001217, UniRef:UniRef50_Q49UP4
contig_5	cds	92668	93150	+	PJMBPO_00806		hypothetical protein	
contig_5	cds	93180	93548	+	PJMBPO_00807	mpsC	Na+-translocating membrane putative-generating system MpsC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U7PXA8
contig_5	cds	93696	95348	+	PJMBPO_00808	phoU	PhoU domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1P4
contig_5	cds	95644	96720	+	PJMBPO_00809		NADH-dependent dehydrogenase	SO:0001217, UniRef:UniRef50_A0A660A233
contig_5	cds	96736	97452	+	PJMBPO_00810		ThuA-like domain-containing protein	SO:0001217, UniRef:UniRef50_C4WMA0
contig_5	cds	97470	98510	+	PJMBPO_00811		Gfo/Idh/MocA family oxidoreductase	SO:0001217, UniRef:UniRef50_A0A2Y2IEY6
contig_5	cds	98523	99491	+	PJMBPO_00812		Xylose isomerase-like TIM barrel family protein	SO:0001217, UniRef:UniRef50_K8EEE9
contig_5	cds	99743	100609	-	PJMBPO_00813		Nuclease-related domain	SO:0001217, UniRef:UniRef50_A0A239YA88
contig_5	cds	100721	101158	-	PJMBPO_00814		Methylmalonyl-CoA epimerase	SO:0001217, UniRef:UniRef50_A0A239YD17
contig_5	cds	101217	101972	-	PJMBPO_00815		SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A131JTX0
contig_5	cds	101998	102681	-	PJMBPO_00816	scdA	Iron-sulfur cluster repair protein ScdA	SO:0001217, UniRef:UniRef50_P72360
contig_5	cds	102927	103439	+	PJMBPO_00817	padR	PadR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2K4FA97
contig_5	cds	103456	104436	+	PJMBPO_00818		Flavin-dependent monooxygenase	SO:0001217, UniRef:UniRef50_A0A430JL65
contig_5	cds	104405	104602	+	PJMBPO_00819		hypothetical protein	
contig_5	cds	104673	106007	+	PJMBPO_00820		Transporter	SO:0001217, UniRef:UniRef50_Q8CV97
contig_5	cds	106034	106930	+	PJMBPO_00821		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1D4I7L0
contig_5	cds	107079	107462	+	PJMBPO_00822		CidA/LrgA family protein	SO:0001217, UniRef:UniRef50_A0A1X0TRD7
contig_5	cds	107459	108148	+	PJMBPO_00823	cidB	Holin-like protein CidB	SO:0001217, UniRef:UniRef50_P60639
contig_5	cds	108488	110110	+	PJMBPO_00824		Choline transporter	SO:0001217, UniRef:UniRef50_B9DJU7
contig_5	cds	110406	111137	+	PJMBPO_00825		Adenosine 5'-phosphosulfate reductase 1	SO:0001217, UniRef:UniRef50_P94498
contig_5	cds	111239	113059	+	PJMBPO_00826		Sulfite reductase subunit alpha	SO:0001217, UniRef:UniRef50_A0A0A5GFT2
contig_5	cds	113075	114778	+	PJMBPO_00827		Sulfite reductase [NADPH] hemoprotein beta-component	SO:0001217, UniRef:UniRef50_C0Z9X2
