Sequence Id,Type,Start,Stop,Strand,Locus Tag,Gene,Product,DbXrefs
contig_12,cds,39007,40119,+,KIPAHP_00647,,AI-2E family transporter,"SO:0001217, UniRef:UniRef50_Q2FZQ2"
contig_13,cds,22,1248,-,KIPAHP_00648,,Cell envelope-related transcriptional attenuator domain-containing protein,"SO:0001217, UniRef:UniRef50_A0AAI8DIC4"
contig_13,cds,1479,2327,+,KIPAHP_00649,,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,"SO:0001217, UniRef:UniRef50_Q5HR98"
contig_13,cds,2450,3823,+,KIPAHP_00650,vraA,Putative long chain fatty acid-CoA ligase VraA,"SO:0001217, UniRef:UniRef50_A0A2T4PQK1"
contig_13,cds,3805,4947,+,KIPAHP_00651,vraB,Putative acetyl-CoA C-acetyltransferase VraB,"SO:0001217, UniRef:UniRef50_Q7A2W9"
contig_13,cds,4910,5272,+,KIPAHP_00652,vraC,Protein vraC,"SO:0001217, UniRef:UniRef50_A0AAJ4SFK1"
contig_13,cds,5281,5532,+,KIPAHP_00653,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A2T4PQK0"
contig_13,cds,5655,6722,+,KIPAHP_00654,,"putative poly-beta-1,6-N-acetyl-D-glucosamine export protein","SO:0001217, UniRef:UniRef50_A0AAI8DHN2"
contig_13,cds,6765,7559,-,KIPAHP_00655,tagH,Teichoic acids export ATP-binding protein TagH,"SO:0001217, UniRef:UniRef50_Q2G2L1"
contig_13,cds,7767,8570,+,KIPAHP_00656,,Transport permease protein,"SO:0001217, UniRef:UniRef50_B9DKC2"
contig_13,cds,8689,9744,+,KIPAHP_00657,,Teichoic acid biosynthesis protein B,"SO:0001217, UniRef:UniRef50_A0A239ZRV3"
contig_13,cds,9749,10801,+,KIPAHP_00658,,Teichoic acid biosynthesis protein X,"SO:0001217, UniRef:UniRef50_A0A239ZQG3"
contig_13,cds,10993,12978,+,KIPAHP_00659,oatA,O-acetyltransferase OatA,"SO:0001217, UniRef:UniRef50_A0A8B4Q776"
contig_13,cds,13006,14124,-,KIPAHP_00660,,Beta-lactamase-related domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PQF7"
contig_13,cds,14214,14606,-,KIPAHP_00661,,Glycerol-3-phosphate cytidylyltransferase,"SO:0001217, UniRef:UniRef50_A0A0B8RDK0"
contig_13,cds,14851,16341,+,KIPAHP_00662,,Teichoic acid biosynthesis protein,"SO:0001217, UniRef:UniRef50_A0A239ZRA8"
contig_13,cds,16338,19529,+,KIPAHP_00663,tarS,TarS C-terminal domain-containing protein,"SO:0001217, UniRef:UniRef50_Q4L9X7"
contig_13,cds,19581,21008,-,KIPAHP_00664,,Glycosyltransferase 2-like domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUL9"
contig_13,cds,21144,22817,+,KIPAHP_00665,tagF,TagF domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A239ZRL7"
contig_13,cds,22832,23998,+,KIPAHP_00666,,Glycosyltransferase,"SO:0001217, UniRef:UniRef50_A0AAW5LM39"
contig_13,cds,24144,26132,+,KIPAHP_00667,,Acyltransferase,"SO:0001217, UniRef:UniRef50_A0A2T4PUM3"
contig_13,cds,26341,27624,+,KIPAHP_00668,,UDP-N-acetyl-D-mannosamine dehydrogenase,"SO:0001217, UniRef:UniRef50_A0A239ZQS7"
contig_13,cds,27643,28587,+,KIPAHP_00669,,GW domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUM7"
contig_13,cds,28587,31220,+,KIPAHP_00670,tagX,Putative glycosyltransferase TagX,"SO:0001217, UniRef:UniRef50_A0A265E6T0"
contig_13,cds,31248,33077,+,KIPAHP_00671,,Asparagine synthetase domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUQ0"
contig_13,cds,33099,33911,+,KIPAHP_00672,,Transport permease protein,"SO:0001217, UniRef:UniRef50_A0A1W7AA60"
contig_13,cds,33924,35135,+,KIPAHP_00673,,Glycoside hydrolase,"SO:0001217, UniRef:UniRef50_K9B1Y5"
contig_13,cds,35119,36036,+,KIPAHP_00674,,ABC transporter domain-containing protein,"SO:0001217, UniRef:UniRef50_B9EAW1"
contig_13,cds,36060,37385,+,KIPAHP_00675,,Glycosyl transferase family 1 domain-containing protein,"SO:0001217, UniRef:UniRef50_S2XJG1"
contig_13,cds,37531,37812,+,KIPAHP_00676,,Tetratricopeptide repeat protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUP6"
contig_13,cds,37869,38630,+,KIPAHP_00677,,Alpha/beta hydrolase,"SO:0001217, UniRef:UniRef50_A0AAI8DIT9"
contig_13,cds,38644,39399,+,KIPAHP_00678,,Uridine phosphorylase,"SO:0001217, UniRef:UniRef50_S5ZMJ5"
contig_14,cds,113,994,-,KIPAHP_00679,,NERD domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PTM9"
contig_14,cds,1099,1605,-,KIPAHP_00680,,Topology modulation protein,"SO:0001217, UniRef:UniRef50_A0AAI8DFX1"
contig_14,cds,1723,2307,+,KIPAHP_00681,lysE,Amino acid transporter LysE,"SO:0001217, UniRef:UniRef50_A0A239ZJ77"
contig_14,cds,2351,3994,-,KIPAHP_00682,,Putative indole-3-pyruvate decarboxylase,"SO:0001217, UniRef:UniRef50_A0A239YDI9"
contig_14,cds,4209,4655,+,KIPAHP_00683,,HTH marR-type domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2FUY4"
contig_14,cds,4712,4933,-,KIPAHP_00684,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0AAI8DFM0"
contig_14,cds,4941,6116,-,KIPAHP_00685,,DUF418 domain-containing protein,"SO:0001217, UniRef:UniRef50_Q4LA20"
contig_14,cds,6251,6910,+,KIPAHP_00686,,hypothetical protein,"PFAM:PF00072.30, PFAM:PF00486.34"
contig_14,cds,6915,8378,+,KIPAHP_00687,,histidine kinase,"SO:0001217, UniRef:UniRef50_A0A2T4PQN5"
contig_14,cds,8392,8745,+,KIPAHP_00688,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0AAI8DDK2"
contig_14,cds,8969,9727,-,KIPAHP_00689,yidC,Membrane protein insertase YidC,"SO:0001217, UniRef:UniRef50_A0A1W7ADT9"
contig_14,cds,9757,10026,-,KIPAHP_00690,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A239YC10"
contig_14,cds,10196,11119,+,KIPAHP_00691,,Ferrichrome-binding periplasmic protein,"SO:0001217, UniRef:UniRef50_A0A0D6XQG3"
contig_14,cds,11283,12647,-,KIPAHP_00692,norB,Quinolone resistance protein NorB,"SO:0001217, UniRef:UniRef50_A0AAI8DGD2"
contig_14,cds,12664,13227,-,KIPAHP_00693,,Isochorismatase-like domain-containing protein,"SO:0001217, UniRef:UniRef50_B9DID2"
contig_14,cds,13345,14316,-,KIPAHP_00694,,Iron ABC transporter permease,"SO:0001217, UniRef:UniRef50_A0AAI8GSU6"
contig_14,cds,14313,15299,-,KIPAHP_00695,,iron ABC transporter permease,"SO:0001217, UniRef:UniRef50_UPI0018834423"
contig_14,cds,15370,16308,-,KIPAHP_00696,,Iron citrate ABC transporter substrate-binding protein,"SO:0001217, UniRef:UniRef50_A0A2N0VMY9"
contig_14,cds,16518,17867,-,KIPAHP_00697,,Amino acid permease/ SLC12A domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A0R1EWR7"
contig_14,cds,18109,19086,+,KIPAHP_00698,,adenosine deaminase,"SO:0001217, UniRef:UniRef50_A0A5R9B2A9"
contig_14,cds,19143,19517,-,KIPAHP_00699,,ATP synthase subunit I,"SO:0001217, UniRef:UniRef50_A0AAI8DFK7"
contig_14,cds,19547,19936,-,KIPAHP_00700,,Phosphatidate cytidylyltransferase,"SO:0001217, UniRef:UniRef50_A0A4Y7U3N4"
contig_14,cds,19971,20600,-,KIPAHP_00701,,NDxxF motif lipoprotein,"SO:0001217, UniRef:UniRef50_A0A2T4PQP7"
contig_14,cds,20774,21736,+,KIPAHP_00702,,Biotin synthase,"SO:0001217, UniRef:UniRef50_Q81MB3"
contig_14,cds,21885,23246,+,KIPAHP_00703,,Citrate transporter,"SO:0001217, UniRef:UniRef50_A0AAI8DDJ3"
contig_14,cds,23465,24403,-,KIPAHP_00704,,Putative integral inner membrane protein,"SO:0001217, UniRef:UniRef50_K9B8M2"
contig_14,cds,24610,24939,-,KIPAHP_00705,,Excalibur calcium-binding domain-containing protein,"SO:0001217, UniRef:UniRef50_A0AAI8GSL7"
contig_14,cds,25095,25580,-,KIPAHP_00706,,GNAT family N-acetyltransferase,"SO:0001217, UniRef:UniRef50_A0A2T4PWG0"
contig_14,cds,25693,26022,-,KIPAHP_00707,,DUF4889 domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2FYI7"
contig_14,cds,26215,27105,+,KIPAHP_00708,,Fructose-bisphosphate aldolase class 1,"SO:0001217, UniRef:UniRef50_Q8CMY5"
contig_14,cds,27193,27582,-,KIPAHP_00709,,Transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A417YPT4"
contig_14,cds,27600,28595,-,KIPAHP_00710,,D-lactate dehydrogenase,"SO:0001217, UniRef:UniRef50_A0AAW5LH07"
contig_14,cds,28601,29659,-,KIPAHP_00711,,Enoyl reductase (ER) domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A0K8JHR7"
contig_14,cds,29676,30698,-,KIPAHP_00712,,Glucitol/sorbitol-specific phosphotransferase enzyme IIB component,"SO:0001217, UniRef:UniRef50_A0A6N3HAC6"
contig_14,cds,30717,31262,-,KIPAHP_00713,,"PTS system, glucitol/sorbitol-specific, IIC component","SO:0001217, UniRef:UniRef50_B1C6F0"
contig_14,cds,31282,31638,-,KIPAHP_00714,,PTS sorbitol transporter subunit IIA,"SO:0001217, UniRef:UniRef50_A0A7V7RHY6"
contig_14,cds,31656,32903,-,KIPAHP_00715,,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,"SO:0001217, UniRef:UniRef50_A0A5C0WCU6"
contig_14,cds,33070,33999,+,KIPAHP_00716,,Sugar-binding transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A418IBW3"
contig_14,cds,34080,35531,-,KIPAHP_00717,,SLC26A/SulP transporter domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A1V4HLU0"
contig_14,cds,35626,36168,+,KIPAHP_00718,,Res3,"SO:0001217, UniRef:UniRef50_Q6UB88"
contig_15,cds,143,826,+,KIPAHP_00719,,hypothetical protein,PFAM:PF14450.12
contig_15,cds,855,2012,+,KIPAHP_00720,ftsZ,Cell division protein FtsZ,"SO:0001217, UniRef:UniRef50_E8MYN6"
contig_15,cds,2072,2863,+,KIPAHP_00721,,Purine nucleoside phosphorylase SSP1584,"SO:0001217, UniRef:UniRef50_Q49WW9"
contig_15,cds,2872,3543,+,KIPAHP_00722,,Pyridoxal phosphate homeostasis protein,"SO:0001217, UniRef:UniRef50_U2FRM0"
contig_15,cds,3555,4130,+,KIPAHP_00723,sepF,Cell division protein SepF,"SO:0001217, UniRef:UniRef50_B9EB57"
contig_15,cds,4144,4440,+,KIPAHP_00724,yggT,YggT family protein,"SO:0001217, UniRef:UniRef50_Q2FZ85"
contig_15,cds,4512,5285,+,KIPAHP_00725,,RNA-binding S4 domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2FZ84"
contig_15,cds,5304,5888,+,KIPAHP_00726,,DivIVA domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A4Q1B1U1"
contig_15,cds,6090,8840,+,KIPAHP_00727,,Isoleucine--tRNA ligase,"SO:0001217, UniRef:UniRef50_Q8Y5N8"
contig_15,cds,9264,11351,+,KIPAHP_00728,,Serine protease,"SO:0001217, UniRef:UniRef50_A0AAI8GTV9"
contig_15,cds,11376,12314,+,KIPAHP_00729,,LPXTG cell wall anchor domain-containing protein,"SO:0001217, UniRef:UniRef50_A0AAI8GU17"
contig_15,cds,12501,12980,+,KIPAHP_00730,,Lipoprotein signal peptidase,"SO:0001217, UniRef:UniRef50_A0A0X1RWS7"
contig_15,cds,12977,13900,+,KIPAHP_00731,ylyB,Uncharacterized RNA pseudouridine synthase YlyB,"SO:0001217, UniRef:UniRef50_Q45480"
contig_15,ncRNA-region,13985,14098,+,,,PyrR binding site,"RFAM:RF00515, SO:0005836"
contig_15,cds,14116,14643,+,KIPAHP_00732,pyrR,Bifunctional protein PyrR,"SO:0001217, UniRef:UniRef50_Q9K9V4"
contig_15,cds,14789,16090,+,KIPAHP_00733,,Uracil permease,"SO:0001217, UniRef:UniRef50_P41006"
contig_15,cds,16110,17012,+,KIPAHP_00734,,Aspartate carbamoyltransferase catalytic subunit,"SO:0001217, UniRef:UniRef50_B1MZ77"
contig_15,cds,17000,18274,+,KIPAHP_00735,,Dihydroorotase,"SO:0001217, UniRef:UniRef50_Q81WF0"
contig_15,cds,18276,19376,+,KIPAHP_00736,,Carbamoyl phosphate synthase small chain,"SO:0001217, UniRef:UniRef50_A0A1I0Z1X7"
contig_15,cds,19369,22542,+,KIPAHP_00737,,Carbamoyl phosphate synthase pyrimidine-specific large chain,"SO:0001217, UniRef:UniRef50_P25994"
contig_15,cds,22556,23314,+,KIPAHP_00738,,"Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit","SO:0001217, UniRef:UniRef50_Q9K9W0"
contig_15,cds,23311,24237,+,KIPAHP_00739,,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit","SO:0001217, UniRef:UniRef50_B9DPN4"
contig_15,cds,24239,24931,+,KIPAHP_00740,,Orotidine 5'-phosphate decarboxylase,"SO:0001217, UniRef:UniRef50_A0A4Z1DT68"
contig_15,cds,24937,25545,+,KIPAHP_00741,,Orotate phosphoribosyltransferase,"SO:0001217, UniRef:UniRef50_Q819S7"
contig_15,cds,25571,25849,+,KIPAHP_00742,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A239ZK71"
contig_15,cds,25988,27583,+,KIPAHP_00743,sdcS,Sodium-dependent dicarboxylate transporter SdcS,"SO:0001217, UniRef:UniRef50_Q2FWY4"
contig_15,cds,27827,28237,+,KIPAHP_00744,,PhnB-like domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2G1U2"
contig_15,cds,28320,30017,-,KIPAHP_00745,rqcH,Rqc2-like protein RqcH,"SO:0001217, UniRef:UniRef50_Q5HPY2"
contig_15,cds,30185,30808,+,KIPAHP_00746,,Guanylate kinase,"SO:0001217, UniRef:UniRef50_Q8Y672"
contig_15,cds,30808,31008,+,KIPAHP_00747,,hypothetical protein,
contig_15,cds,31174,32376,+,KIPAHP_00748,,Coenzyme A biosynthesis bifunctional protein CoaBC,"SO:0001217, UniRef:UniRef50_A0A1S2LZV0"
contig_15,cds,32373,34781,+,KIPAHP_00749,,Primosomal protein N',"SO:0001217, UniRef:UniRef50_K0IYZ9"
contig_15,cds,34843,35106,-,KIPAHP_00750,,hypothetical protein,
contig_16,cds,302,1813,+,KIPAHP_00751,,PTS system mannitol-specific EIICB component,"SO:0001217, UniRef:UniRef50_A0A366DYS9"
contig_16,cds,1838,3880,+,KIPAHP_00752,,Transcriptional antiterminator,"SO:0001217, UniRef:UniRef50_A0A240A6R7"
contig_16,cds,3887,4321,+,KIPAHP_00753,,Mannitol-specific phosphotransferase enzyme IIA component,"SO:0001217, UniRef:UniRef50_P17876"
contig_16,cds,4321,5439,+,KIPAHP_00754,,Mannitol-1-phosphate 5-dehydrogenase,"SO:0001217, UniRef:UniRef50_A0A1W7A939"
contig_16,cds,5821,6189,+,KIPAHP_00755,sarA,Transcriptional regulator SarA,"SO:0001217, UniRef:UniRef50_Q2G2U9"
contig_16,cds,6399,7181,-,KIPAHP_00756,,Alpha/beta hydrolase,"SO:0001217, UniRef:UniRef50_A0A240A7U2"
contig_16,cds,7314,8030,-,KIPAHP_00757,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A2T4PQY1"
contig_16,cds,8125,8652,-,KIPAHP_00758,,DUF3862 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0AAI8DK66"
contig_16,cds,8777,9553,-,KIPAHP_00759,,Alpha/beta hydrolase,"SO:0001217, UniRef:UniRef50_A0A240A8A9"
contig_16,cds,9553,10317,-,KIPAHP_00760,,Haloacid dehalogenase-like family hydrolase,"SO:0001217, UniRef:UniRef50_A0A240A8D2"
contig_16,cds,10404,11384,-,KIPAHP_00761,,Enterobactin ABC transporter permease,"SO:0001217, UniRef:UniRef50_A0A2T4PQS5"
contig_16,cds,11377,12267,-,KIPAHP_00762,,hypothetical protein,PFAM:PF01497.23
contig_16,cds,12363,14021,-,KIPAHP_00763,,Arginine--tRNA ligase,"SO:0001217, UniRef:UniRef50_A0A6N8HM70"
contig_16,cds,14018,14434,-,KIPAHP_00764,ywiB,Uncharacterized beta-barrel protein ywiB,"SO:0001217, UniRef:UniRef50_A0A240A7E0"
contig_16,cds,14640,15152,-,KIPAHP_00765,,YwhD-like protein,"SO:0001217, UniRef:UniRef50_A0A0C2H977"
contig_16,cds,15221,16519,-,KIPAHP_00766,ywfO,Uncharacterized protein YwfO,"SO:0001217, UniRef:UniRef50_P39651"
contig_16,cds,16543,17304,-,KIPAHP_00767,,Hydratase,"SO:0001217, UniRef:UniRef50_B9E8L7"
contig_16,cds,17318,17794,-,KIPAHP_00768,,N-acetyltransferase domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2G0G4"
contig_16,cds,18143,18373,+,KIPAHP_00769,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0AAW5LEJ1"
contig_16,cds,18545,18703,+,KIPAHP_00770,,hypothetical protein,
contig_16,cds,18917,19252,-,KIPAHP_00771,,UPF0741 protein CD117_00990,"SO:0001217, UniRef:UniRef50_A0A517CJI9"
contig_16,cds,19331,20101,-,KIPAHP_00772,,Octanoyl-[GcvH]:protein N-octanoyltransferase,"SO:0001217, UniRef:UniRef50_Q2G0I9"
contig_16,cds,20173,21159,-,KIPAHP_00773,,Phosphate acetyltransferase,"SO:0001217, UniRef:UniRef50_P39646"
contig_16,cds,21273,21953,-,KIPAHP_00774,,Lipoprotein,"SO:0001217, UniRef:UniRef50_A0AAJ4SK02"
contig_16,cds,22025,23824,-,KIPAHP_00775,,Serine/threonine protein phosphatase,"SO:0001217, UniRef:UniRef50_B9DKH5"
contig_16,cds,24007,24915,-,KIPAHP_00776,,Iron-siderophore ABC transporter substrate-binding protein,"SO:0001217, UniRef:UniRef50_A0A151A6P1"
contig_16,cds,24937,25743,-,KIPAHP_00777,,Lipoprotein,"SO:0001217, UniRef:UniRef50_A0AAJ5EFI4"
contig_16,cds,25751,26422,-,KIPAHP_00778,,Methionine ABC transporter ATP-binding protein,"SO:0001217, UniRef:UniRef50_A0A2T4PQS2"
contig_16,cds,26419,27141,-,KIPAHP_00779,,Metal ABC transporter ATP-binding protein,"SO:0001217, UniRef:UniRef50_A0AAI8DKI9"
contig_16,cds,27338,28090,+,KIPAHP_00780,,Coproheme decarboxylase,"SO:0001217, UniRef:UniRef50_Q8Y5F1"
contig_16,cds,28252,29460,-,KIPAHP_00781,,Sodium/glutamate symporter,"SO:0001217, UniRef:UniRef50_A0A380G4D5"
contig_16,cds,29671,31149,-,KIPAHP_00782,yhdG,Amino acid permease YhdG,"SO:0001217, UniRef:UniRef50_A0A6V7R2S4"
contig_16,cds,31200,31562,-,KIPAHP_00783,,UPF0382 membrane protein SERP0230,"SO:0001217, UniRef:UniRef50_Q5HRG3"
contig_16,cds,31583,31918,-,KIPAHP_00784,ywdI,YwdI family protein,"SO:0001217, UniRef:UniRef50_A0A2T4PS92"
contig_16,cds,31918,32574,-,KIPAHP_00785,,Uracil-DNA glycosylase,"SO:0001217, UniRef:UniRef50_Q8CQ65"
contig_16,cds,32689,33519,+,KIPAHP_00786,,Putative pyridoxine kinase,"SO:0001217, UniRef:UniRef50_Q8CTQ7"
contig_17,cds,128,484,+,KIPAHP_00787,,isocitrate dehydrogenase (NADP(+)),"SO:0001217, UniRef:UniRef50_A0A1Y2T346"
contig_17,cds,547,1479,+,KIPAHP_00788,,Malate dehydrogenase,"SO:0001217, UniRef:UniRef50_A0A8J8GEY7"
contig_17,cds,1624,2334,+,KIPAHP_00789,phoP,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,"SO:0001217, UniRef:UniRef50_P13792"
contig_17,cds,2327,4033,+,KIPAHP_00790,pnpS,two-component system histidine kinase PnpS,"SO:0001217, UniRef:UniRef50_UPI000E69020E"
contig_17,cds,4282,6903,+,KIPAHP_00791,,DNA polymerase I,"SO:0001217, UniRef:UniRef50_K9B5S8"
contig_17,cds,6925,7797,+,KIPAHP_00792,,Formamidopyrimidine-DNA glycosylase,"SO:0001217, UniRef:UniRef50_A0A9Q4H0I6"
contig_17,cds,7806,8402,+,KIPAHP_00793,,Dephospho-CoA kinase,"SO:0001217, UniRef:UniRef50_Q49YB9"
contig_17,cds,8565,9599,+,KIPAHP_00794,,Glyceraldehyde-3-phosphate dehydrogenase 2,"SO:0001217, UniRef:UniRef50_O34425"
contig_17,cds,9778,10236,+,KIPAHP_00795,nrdR,Transcriptional repressor NrdR,"SO:0001217, UniRef:UniRef50_Q5WEH3"
contig_17,cds,10248,11630,+,KIPAHP_00796,dnaD,DnaD domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PV27"
contig_17,cds,11627,12550,+,KIPAHP_00797,dnaI,Primosomal protein DnaI,"SO:0001217, UniRef:UniRef50_Q2FXP5"
contig_17,cds,12865,14793,+,KIPAHP_00798,,Threonine--tRNA ligase 1,"SO:0001217, UniRef:UniRef50_P18255"
contig_17,ncRNA-region,14863,15035,+,,,Lysine riboswitch aptamer,"RFAM:RF00168, SO:0000035"
contig_17,cds,15124,16617,+,KIPAHP_00799,lysP,Lysine-specific permease LysP,"SO:0001217, UniRef:UniRef50_A2RNZ6"
contig_17,ncRNA-region,16670,16795,+,,,Ribosomal protein L20 leader,"RFAM:RF00558, SO:0000140"
contig_17,cds,16819,17349,+,KIPAHP_00800,,Translation initiation factor IF-3,"SO:0001217, UniRef:UniRef50_A0A7V3BTI7"
contig_17,cds,17375,17575,+,KIPAHP_00801,,Large ribosomal subunit protein bL35,"SO:0001217, UniRef:UniRef50_P55874"
contig_17,cds,17618,17977,+,KIPAHP_00802,,Large ribosomal subunit protein bL20,"SO:0001217, UniRef:UniRef50_Q9RSW7"
contig_17,cds,18127,18750,+,KIPAHP_00803,,Nudix hydrolase domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2FXQ3"
contig_17,cds,18753,19682,+,KIPAHP_00804,,Tetratricopeptide repeat protein,"SO:0001217, UniRef:UniRef50_A0A2T4PV19"
contig_17,cds,19776,21056,+,KIPAHP_00805,,Trigger factor,"SO:0001217, UniRef:UniRef50_P80698"
contig_17,cds,21180,22442,+,KIPAHP_00806,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,"SO:0001217, UniRef:UniRef50_Q833M7"
contig_17,cds,22592,23179,+,KIPAHP_00807,engB,putative GTP-binding protein EngB,"SO:0001217, UniRef:UniRef50_Q180E5"
contig_17,cds,23239,24591,+,KIPAHP_00808,,Glutamyl-tRNA reductase,"SO:0001217, UniRef:UniRef50_Q65GJ9"
contig_17,cds,24612,25445,+,KIPAHP_00809,hemA,HemA concentration negative effector,"SO:0001217, UniRef:UniRef50_A0A239Z3F7"
contig_17,cds,25464,26387,+,KIPAHP_00810,,Porphobilinogen deaminase,"SO:0001217, UniRef:UniRef50_O34090"
contig_17,cds,26403,27086,+,KIPAHP_00811,,Uroporphyrinogen-III synthase,"SO:0001217, UniRef:UniRef50_A0A239Z3I4"
contig_17,cds,27083,28066,+,KIPAHP_00812,,Delta-aminolevulinic acid dehydratase,"SO:0001217, UniRef:UniRef50_P30950"
contig_17,cds,28068,29357,+,KIPAHP_00813,,"Glutamate-1-semialdehyde 2,1-aminomutase","SO:0001217, UniRef:UniRef50_Q2S1S3"
contig_17,cds,29414,30484,+,KIPAHP_00814,abrB,AbrB family transcriptional regulator,"SO:0001217, UniRef:UniRef50_Q2FXR6"
contig_17,ncRNA-region,30533,30745,+,,,T-box leader,"RFAM:RF00230, SO:0000140"
contig_18,cds,333,1595,-,KIPAHP_00815,,Maltose/maltodextrin transport system permease protein,"SO:0001217, UniRef:UniRef50_A0A0C2H8L9"
contig_18,cds,1610,2863,-,KIPAHP_00816,,Maltodextrin-binding protein,"SO:0001217, UniRef:UniRef50_A0A380G462"
contig_18,cds,2905,4005,-,KIPAHP_00817,,ABC transporter domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A291LWV6"
contig_18,cds,4255,4713,+,KIPAHP_00818,,Transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A239YKC5"
contig_18,cds,4697,6142,+,KIPAHP_00819,,DUF3533 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PU13"
contig_18,cds,6345,7349,-,KIPAHP_00820,,Zinc-type alcohol dehydrogenase-like protein,"SO:0001217, UniRef:UniRef50_C8P9D0"
contig_18,cds,7368,7808,-,KIPAHP_00821,,Ribosomal-protein-S18p-alanine acetyltransferase,"SO:0001217, UniRef:UniRef50_A0A239YMM7"
contig_18,cds,7828,8031,-,KIPAHP_00822,,DUF1272 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A1I6USR3"
contig_18,cds,8119,8262,+,KIPAHP_00823,,hypothetical protein,
contig_18,cds,8286,8747,-,KIPAHP_00824,dinB,DinB family protein,"SO:0001217, UniRef:UniRef50_A0A2T4PTY7"
contig_18,cds,8765,9139,-,KIPAHP_00825,,Glyoxalase,"SO:0001217, UniRef:UniRef50_A0A090M013"
contig_18,cds,9217,9426,-,KIPAHP_00826,,Transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A3D8Z9N6"
contig_18,cds,9437,9916,-,KIPAHP_00827,,DUF2975 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PU00"
contig_18,cds,10041,10718,-,KIPAHP_00828,,hypothetical protein,"PFAM:PF00702.32, PFAM:PF13242.12"
contig_18,cds,11049,15773,-,KIPAHP_00829,,type ISP restriction/modification enzyme,"SO:0001217, UniRef:UniRef50_UPI00194F0CC6"
contig_18,cds,16105,17469,-,KIPAHP_00830,,HTH cro/C1-type domain-containing protein,"SO:0001217, UniRef:UniRef50_A0AAP7IBZ8"
contig_18,cds,17659,17979,+,KIPAHP_00831,,SuB0782 undefined product 764400:764714 forward MW:11955,"SO:0001217, UniRef:UniRef50_S6FAP5"
contig_18,cds,17979,19055,+,KIPAHP_00832,ftsK,FtsK domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A1I1SPW9"
contig_18,cds,19055,19660,+,KIPAHP_00833,,hypothetical protein,"SO:0001217, UniRef:UniRef50_UPI002DBDE172"
contig_18,cds,19780,20361,+,KIPAHP_00834,repB,Replication protein repB,"SO:0001217, UniRef:UniRef50_A0A4V6LZ27"
contig_18,cds,20363,20545,+,KIPAHP_00835,,DNA-binding protein,"SO:0001217, UniRef:UniRef50_A0A0H3MVG8"
contig_18,cds,20629,21576,+,KIPAHP_00836,,Tyr recombinase domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A1H7M8V3"
contig_18,cds,21728,22120,-,KIPAHP_00837,,Small ribosomal subunit protein uS9,"SO:0001217, UniRef:UniRef50_Q8R7Y9"
contig_18,cds,22140,22577,-,KIPAHP_00838,,Large ribosomal subunit protein uL13,"SO:0001217, UniRef:UniRef50_Q5ZZN5"
contig_18,ncRNA-region,22675,22744,-,,,Ribosomal protein L13 leader,"RFAM:RF00555, SO:0000140"
contig_18,cds,22787,23590,-,KIPAHP_00839,,tRNA pseudouridine synthase A,"SO:0001217, UniRef:UniRef50_Q2FW37"
